generation,currentPopulationBestCost,currentPopulationBestVehicleCount,currentPopulationAverageCost,BSFcost,BSFvehicleCount
215,3665.0,5,3700.38,3665.0,5
216,3665.0,5,3700.38,3665.0,5
217,3665.0,5,3700.38,3665.0,5
218,3665.0,5,3699.87,3665.0,5
219,3665.0,5,3699.87,3665.0,5
220,3665.0,5,3699.87,3665.0,5
221,3665.0,5,3699.87,3665.0,5
222,3665.0,5,3699.87,3665.0,5
223,3665.0,5,3699.87,3665.0,5
224,3665.0,5,3699.87,3665.0,5
225,3665.0,5,3699.78,3665.0,5
226,3665.0,5,3699.78,3665.0,5
227,3665.0,5,3699.27,3665.0,5
228,3665.0,5,3699.27,3665.0,5
229,3665.0,5,3699.27,3665.0,5
230,3665.0,5,3699.09,3665.0,5
231,3665.0,5,3699.09,3665.0,5
232,3665.0,5,3699.09,3665.0,5
233,3665.0,5,3699.09,3665.0,5
234,3665.0,5,3698.36,3665.0,5
235,3665.0,5,3698.36,3665.0,5
236,3665.0,5,3697.94,3665.0,5
237,3665.0,5,3697.23,3665.0,5
238,3665.0,5,3696.97,3665.0,5
239,3665.0,5,3696.13,3665.0,5
240,3665.0,5,3696.13,3665.0,5
241,3665.0,5,3695.97,3665.0,5
242,3665.0,5,3695.97,3665.0,5
243,3665.0,5,3695.64,3665.0,5
244,3665.0,5,3695.34,3665.0,5
245,3665.0,5,3695.07,3665.0,5
246,3665.0,5,3694.7,3665.0,5
247,3665.0,5,3694.7,3665.0,5
248,3665.0,5,3694.7,3665.0,5
249,3665.0,5,3694.7,3665.0,5
250,3665.0,5,3694.56,3665.0,5
251,3665.0,5,3694.56,3665.0,5
252,3665.0,5,3694.56,3665.0,5
253,3665.0,5,3694.31,3665.0,5
254,3665.0,5,3694.31,3665.0,5
255,3665.0,5,3694.1,3665.0,5
256,3665.0,5,3694.1,3665.0,5
257,3665.0,5,3694.07,3665.0,5
258,3665.0,5,3694.07,3665.0,5
259,3665.0,5,3694.07,3665.0,5
260,3665.0,5,3693.91,3665.0,5
261,3665.0,5,3693.33,3665.0,5
262,3665.0,5,3692.73,3665.0,5
263,3665.0,5,3692.29,3665.0,5
264,3665.0,5,3692.29,3665.0,5
265,3665.0,5,3692.29,3665.0,5
266,3665.0,5,3692.29,3665.0,5
267,3665.0,5,3692.29,3665.0,5
268,3665.0,5,3692.29,3665.0,5
269,3665.0,5,3692.29,3665.0,5
270,3665.0,5,3691.86,3665.0,5
271,3665.0,5,3691.82,3665.0,5
272,3665.0,5,3691.82,3665.0,5
273,3665.0,5,3691.52,3665.0,5
274,3665.0,5,3691.52,3665.0,5
275,3665.0,5,3691.52,3665.0,5
276,3665.0,5,3691.52,3665.0,5
277,3665.0,5,3691.32,3665.0,5
278,3665.0,5,3691.32,3665.0,5
279,3665.0,5,3691.32,3665.0,5
280,3665.0,5,3691.32,3665.0,5
281,3665.0,5,3691.32,3665.0,5
282,3665.0,5,3691.32,3665.0,5
283,3665.0,5,3691.32,3665.0,5
284,3665.0,5,3691.06,3665.0,5
285,3665.0,5,3691.06,3665.0,5
286,3665.0,5,3691.06,3665.0,5
287,3665.0,5,3691.06,3665.0,5
288,3665.0,5,3691.06,3665.0,5
289,3665.0,5,3691.06,3665.0,5
290,3665.0,5,3691.06,3665.0,5
291,3665.0,5,3690.92,3665.0,5
292,3665.0,5,3690.86,3665.0,5
293,3665.0,5,3690.55,3665.0,5
294,3665.0,5,3690.55,3665.0,5
295,3665.0,5,3690.55,3665.0,5
296,3665.0,5,3690.55,3665.0,5
297,3665.0,5,3690.55,3665.0,5
298,3665.0,5,3690.55,3665.0,5
299,3665.0,5,3690.55,3665.0,5
300,3659.0,5,3689.95,3659.0,5
301,3659.0,5,3689.89,3659.0,5
302,3659.0,5,3689.89,3659.0,5
303,3659.0,5,3689.89,3659.0,5
304,3659.0,5,3689.89,3659.0,5
305,3659.0,5,3689.89,3659.0,5
306,3659.0,5,3689.89,3659.0,5
307,3659.0,5,3689.89,3659.0,5
308,3659.0,5,3689.89,3659.0,5
309,3659.0,5,3689.89,3659.0,5
310,3659.0,5,3689.89,3659.0,5
311,3659.0,5,3689.73,3659.0,5
312,3659.0,5,3689.73,3659.0,5
313,3659.0,5,3689.6,3659.0,5
314,3659.0,5,3689.6,3659.0,5
315,3659.0,5,3689.6,3659.0,5
316,3659.0,5,3689.6,3659.0,5
317,3659.0,5,3689.6,3659.0,5
318,3659.0,5,3689.6,3659.0,5
319,3659.0,5,3689.6,3659.0,5
320,3659.0,5,3689.54,3659.0,5
321,3659.0,5,3689.54,3659.0,5
322,3659.0,5,3689.54,3659.0,5
323,3659.0,5,3689.28,3659.0,5
324,3659.0,5,3689.28,3659.0,5
325,3659.0,5,3689.28,3659.0,5
326,3659.0,5,3689.28,3659.0,5
327,3659.0,5,3689.28,3659.0,5
328,3659.0,5,3688.96,3659.0,5
329,3659.0,5,3688.86,3659.0,5
330,3659.0,5,3688.86,3659.0,5
331,3659.0,5,3688.66,3659.0,5
332,3659.0,5,3688.66,3659.0,5
333,3659.0,5,3688.66,3659.0,5
334,3659.0,5,3688.66,3659.0,5
335,3659.0,5,3688.66,3659.0,5
336,3659.0,5,3688.66,3659.0,5
337,3659.0,5,3688.66,3659.0,5
338,3659.0,5,3688.53,3659.0,5
339,3659.0,5,3688.53,3659.0,5
340,3659.0,5,3688.53,3659.0,5
341,3659.0,5,3688.53,3659.0,5
342,3659.0,5,3688.53,3659.0,5
343,3659.0,5,3688.53,3659.0,5
344,3641.0,5,3687.63,3641.0,5
345,3641.0,5,3687.51,3641.0,5
346,3641.0,5,3687.51,3641.0,5
347,3641.0,5,3687.51,3641.0,5
348,3641.0,5,3687.51,3641.0,5
349,3641.0,5,3687.51,3641.0,5
350,3641.0,5,3687.51,3641.0,5
351,3641.0,5,3687.51,3641.0,5
352,3641.0,5,3687.47,3641.0,5
353,3641.0,5,3687.47,3641.0,5
354,3641.0,5,3687.34,3641.0,5
355,3641.0,5,3687.34,3641.0,5
356,3641.0,5,3687.34,3641.0,5
357,3641.0,5,3687.34,3641.0,5
358,3641.0,5,3687.13,3641.0,5
359,3641.0,5,3687.13,3641.0,5
360,3641.0,5,3687.13,3641.0,5
361,3641.0,5,3687.13,3641.0,5
362,3641.0,5,3687.13,3641.0,5
363,3641.0,5,3687.13,3641.0,5
364,3641.0,5,3687.13,3641.0,5
365,3641.0,5,3687.13,3641.0,5
366,3641.0,5,3686.66,3641.0,5
367,3641.0,5,3686.66,3641.0,5
368,3641.0,5,3686.66,3641.0,5
369,3641.0,5,3686.66,3641.0,5
370,3641.0,5,3685.73,3641.0,5
371,3641.0,5,3685.73,3641.0,5
372,3641.0,5,3685.73,3641.0,5
373,3641.0,5,3685.73,3641.0,5
374,3641.0,5,3685.73,3641.0,5
375,3641.0,5,3685.73,3641.0,5
376,3641.0,5,3685.7,3641.0,5
377,3641.0,5,3685.6,3641.0,5
378,3641.0,5,3685.4,3641.0,5
379,3641.0,5,3685.4,3641.0,5
380,3641.0,5,3685.4,3641.0,5
381,3641.0,5,3685.4,3641.0,5
382,3641.0,5,3685.4,3641.0,5
383,3641.0,5,3685.4,3641.0,5
384,3641.0,5,3685.4,3641.0,5
385,3641.0,5,3685.4,3641.0,5
386,3641.0,5,3685.4,3641.0,5
387,3641.0,5,3685.09,3641.0,5
388,3641.0,5,3685.09,3641.0,5
389,3641.0,5,3685.09,3641.0,5
390,3641.0,5,3684.91,3641.0,5
391,3641.0,5,3684.91,3641.0,5
392,3641.0,5,3684.91,3641.0,5
393,3641.0,5,3684.81,3641.0,5
394,3641.0,5,3684.81,3641.0,5
395,3641.0,5,3684.81,3641.0,5
396,3641.0,5,3684.61,3641.0,5
397,3641.0,5,3684.61,3641.0,5
398,3641.0,5,3684.61,3641.0,5
399,3641.0,5,3684.61,3641.0,5
400,3641.0,5,3684.61,3641.0,5
401,3641.0,5,3684.61,3641.0,5
402,3641.0,5,3684.61,3641.0,5
403,3641.0,5,3684.61,3641.0,5
404,3641.0,5,3684.61,3641.0,5
405,3641.0,5,3684.61,3641.0,5
406,3641.0,5,3684.61,3641.0,5
407,3641.0,5,3684.61,3641.0,5
408,3641.0,5,3684.4,3641.0,5
409,3641.0,5,3684.4,3641.0,5
410,3641.0,5,3684.4,3641.0,5
411,3641.0,5,3684.4,3641.0,5
412,3641.0,5,3684.4,3641.0,5
413,3641.0,5,3684.4,3641.0,5
414,3641.0,5,3684.4,3641.0,5
415,3641.0,5,3684.13,3641.0,5
416,3641.0,5,3684.13,3641.0,5
417,3641.0,5,3684.03,3641.0,5
418,3641.0,5,3684.03,3641.0,5
419,3641.0,5,3684.03,3641.0,5
420,3641.0,5,3684.03,3641.0,5
421,3641.0,5,3684.03,3641.0,5
422,3641.0,5,3683.86,3641.0,5
423,3641.0,5,3683.86,3641.0,5
424,3641.0,5,3683.86,3641.0,5
425,3641.0,5,3683.7,3641.0,5
426,3641.0,5,3683.7,3641.0,5
427,3641.0,5,3683.61,3641.0,5
428,3641.0,5,3683.61,3641.0,5
429,3641.0,5,3683.61,3641.0,5
430,3641.0,5,3683.61,3641.0,5
431,3641.0,5,3683.61,3641.0,5
432,3641.0,5,3683.61,3641.0,5
433,3641.0,5,3683.55,3641.0,5
434,3641.0,5,3683.55,3641.0,5
435,3641.0,5,3683.55,3641.0,5
436,3641.0,5,3683.55,3641.0,5
437,3641.0,5,3683.55,3641.0,5
438,3641.0,5,3683.55,3641.0,5
439,3641.0,5,3683.55,3641.0,5
440,3641.0,5,3683.55,3641.0,5
441,3641.0,5,3683.55,3641.0,5
442,3641.0,5,3683.55,3641.0,5
443,3641.0,5,3683.55,3641.0,5
444,3641.0,5,3683.38,3641.0,5
445,3641.0,5,3683.38,3641.0,5
446,3641.0,5,3683.38,3641.0,5
447,3641.0,5,3683.15,3641.0,5
448,3641.0,5,3682.78,3641.0,5
449,3641.0,5,3682.78,3641.0,5
450,3641.0,5,3682.78,3641.0,5
451,3641.0,5,3682.18,3641.0,5
452,3641.0,5,3682.02,3641.0,5
453,3641.0,5,3682.02,3641.0,5
454,3641.0,5,3681.87,3641.0,5
455,3641.0,5,3681.87,3641.0,5
456,3641.0,5,3681.87,3641.0,5
457,3641.0,5,3681.87,3641.0,5
458,3641.0,5,3681.87,3641.0,5
459,3641.0,5,3681.87,3641.0,5
460,3641.0,5,3681.87,3641.0,5
461,3641.0,5,3681.87,3641.0,5
462,3641.0,5,3681.87,3641.0,5
463,3641.0,5,3681.87,3641.0,5
464,3641.0,5,3681.87,3641.0,5
465,3641.0,5,3681.87,3641.0,5
466,3641.0,5,3681.87,3641.0,5
467,3641.0,5,3681.84,3641.0,5
468,3641.0,5,3681.84,3641.0,5
469,3641.0,5,3681.84,3641.0,5
470,3641.0,5,3681.84,3641.0,5
471,3641.0,5,3681.22,3641.0,5
472,3641.0,5,3681.22,3641.0,5
473,3641.0,5,3680.96,3641.0,5
474,3641.0,5,3680.96,3641.0,5
475,3641.0,5,3680.96,3641.0,5
476,3641.0,5,3680.96,3641.0,5
477,3641.0,5,3680.96,3641.0,5
478,3641.0,5,3680.35,3641.0,5
479,3641.0,5,3680.35,3641.0,5
480,3641.0,5,3680.24,3641.0,5
481,3641.0,5,3680.24,3641.0,5
482,3641.0,5,3680.24,3641.0,5
483,3641.0,5,3680.24,3641.0,5
484,3641.0,5,3680.24,3641.0,5
485,3641.0,5,3680.24,3641.0,5
486,3641.0,5,3680.24,3641.0,5
487,3641.0,5,3680.24,3641.0,5
488,3641.0,5,3680.24,3641.0,5
489,3641.0,5,3680.24,3641.0,5
490,3641.0,5,3680.08,3641.0,5
491,3641.0,5,3680.08,3641.0,5
492,3641.0,5,3680.08,3641.0,5
493,3641.0,5,3679.99,3641.0,5
494,3641.0,5,3679.99,3641.0,5
495,3641.0,5,3679.78,3641.0,5
496,3641.0,5,3679.78,3641.0,5
497,3641.0,5,3679.78,3641.0,5
498,3641.0,5,3679.78,3641.0,5
499,3641.0,5,3679.78,3641.0,5
500,3641.0,5,3679.78,3641.0,5
501,3641.0,5,3679.78,3641.0,5
502,3641.0,5,3679.78,3641.0,5
503,3641.0,5,3679.78,3641.0,5
504,3641.0,5,3679.78,3641.0,5
505,3641.0,5,3679.78,3641.0,5
506,3641.0,5,3679.78,3641.0,5
507,3641.0,5,3679.78,3641.0,5
508,3641.0,5,3679.78,3641.0,5
509,3641.0,5,3679.78,3641.0,5
510,3641.0,5,3679.68,3641.0,5
511,3641.0,5,3679.68,3641.0,5
512,3641.0,5,3679.68,3641.0,5
513,3641.0,5,3679.6,3641.0,5
514,3641.0,5,3679.53,3641.0,5
515,3641.0,5,3679.53,3641.0,5
516,3641.0,5,3679.53,3641.0,5
517,3641.0,5,3679.53,3641.0,5
518,3641.0,5,3679.53,3641.0,5
519,3641.0,5,3679.26,3641.0,5
520,3641.0,5,3679.26,3641.0,5
521,3641.0,5,3679.26,3641.0,5
522,3641.0,5,3679.26,3641.0,5
523,3641.0,5,3679.26,3641.0,5
524,3641.0,5,3679.26,3641.0,5
525,3641.0,5,3679.26,3641.0,5
526,3641.0,5,3679.26,3641.0,5
527,3641.0,5,3679.26,3641.0,5
528,3641.0,5,3679.26,3641.0,5
529,3641.0,5,3679.16,3641.0,5
530,3641.0,5,3679.16,3641.0,5
531,3641.0,5,3679.16,3641.0,5
532,3641.0,5,3679.16,3641.0,5
533,3641.0,5,3679.16,3641.0,5
534,3641.0,5,3679.16,3641.0,5
535,3641.0,5,3679.16,3641.0,5
536,3641.0,5,3679.16,3641.0,5
537,3641.0,5,3679.16,3641.0,5
538,3641.0,5,3679.16,3641.0,5
539,3641.0,5,3679.16,3641.0,5
540,3641.0,5,3679.16,3641.0,5
541,3641.0,5,3678.76,3641.0,5
542,3641.0,5,3678.76,3641.0,5
543,3641.0,5,3678.76,3641.0,5
544,3641.0,5,3678.76,3641.0,5
545,3641.0,5,3678.76,3641.0,5
546,3641.0,5,3678.76,3641.0,5
547,3641.0,5,3678.76,3641.0,5
548,3641.0,5,3678.74,3641.0,5
549,3641.0,5,3678.74,3641.0,5
550,3641.0,5,3678.74,3641.0,5
551,3641.0,5,3678.74,3641.0,5
552,3641.0,5,3677.91,3641.0,5
553,3641.0,5,3677.91,3641.0,5
554,3641.0,5,3677.91,3641.0,5
555,3641.0,5,3677.91,3641.0,5
556,3641.0,5,3677.91,3641.0,5
557,3641.0,5,3677.91,3641.0,5
558,3641.0,5,3677.91,3641.0,5
559,3641.0,5,3677.91,3641.0,5
560,3641.0,5,3677.91,3641.0,5
561,3641.0,5,3677.53,3641.0,5
562,3641.0,5,3677.53,3641.0,5
563,3641.0,5,3677.53,3641.0,5
564,3641.0,5,3677.53,3641.0,5
565,3641.0,5,3677.16,3641.0,5
566,3641.0,5,3677.16,3641.0,5
567,3641.0,5,3676.88,3641.0,5
568,3641.0,5,3676.88,3641.0,5
569,3641.0,5,3676.75,3641.0,5
570,3641.0,5,3676.75,3641.0,5
571,3641.0,5,3676.71,3641.0,5
572,3641.0,5,3676.71,3641.0,5
573,3641.0,5,3676.71,3641.0,5
574,3641.0,5,3676.59,3641.0,5
575,3641.0,5,3676.59,3641.0,5
576,3641.0,5,3676.59,3641.0,5
577,3641.0,5,3676.59,3641.0,5
578,3641.0,5,3676.59,3641.0,5
579,3641.0,5,3676.59,3641.0,5
580,3641.0,5,3676.59,3641.0,5
581,3641.0,5,3676.59,3641.0,5
582,3641.0,5,3676.59,3641.0,5
583,3641.0,5,3676.59,3641.0,5
584,3641.0,5,3676.59,3641.0,5
585,3641.0,5,3676.59,3641.0,5
586,3641.0,5,3676.59,3641.0,5
587,3641.0,5,3676.59,3641.0,5
588,3641.0,5,3676.59,3641.0,5
589,3641.0,5,3676.26,3641.0,5
590,3641.0,5,3676.26,3641.0,5
591,3641.0,5,3676.22,3641.0,5
592,3641.0,5,3676.22,3641.0,5
593,3641.0,5,3676.11,3641.0,5
594,3641.0,5,3676.11,3641.0,5
595,3641.0,5,3676.11,3641.0,5
596,3641.0,5,3676.11,3641.0,5
597,3641.0,5,3676.11,3641.0,5
598,3641.0,5,3676.11,3641.0,5
599,3641.0,5,3676.09,3641.0,5
600,3641.0,5,3676.09,3641.0,5
601,3641.0,5,3676.09,3641.0,5
602,3641.0,5,3676.09,3641.0,5
603,3641.0,5,3676.09,3641.0,5
604,3641.0,5,3676.09,3641.0,5
605,3641.0,5,3676.09,3641.0,5
606,3641.0,5,3676.09,3641.0,5
607,3641.0,5,3676.09,3641.0,5
608,3641.0,5,3676.05,3641.0,5
609,3641.0,5,3676.05,3641.0,5
610,3641.0,5,3675.96,3641.0,5
611,3641.0,5,3675.96,3641.0,5
612,3641.0,5,3675.96,3641.0,5
613,3641.0,5,3675.96,3641.0,5
614,3641.0,5,3675.96,3641.0,5
615,3641.0,5,3675.96,3641.0,5
616,3641.0,5,3675.91,3641.0,5
617,3641.0,5,3675.91,3641.0,5
618,3641.0,5,3675.91,3641.0,5
619,3641.0,5,3675.91,3641.0,5
620,3641.0,5,3675.91,3641.0,5
621,3641.0,5,3675.91,3641.0,5
622,3641.0,5,3675.91,3641.0,5
623,3641.0,5,3675.91,3641.0,5
624,3641.0,5,3675.91,3641.0,5
625,3641.0,5,3675.91,3641.0,5
626,3641.0,5,3675.78,3641.0,5
627,3641.0,5,3675.78,3641.0,5
628,3641.0,5,3675.78,3641.0,5
629,3641.0,5,3675.78,3641.0,5
630,3641.0,5,3675.7,3641.0,5
631,3641.0,5,3675.7,3641.0,5
632,3641.0,5,3675.66,3641.0,5
633,3641.0,5,3675.66,3641.0,5
634,3641.0,5,3675.66,3641.0,5
635,3641.0,5,3675.66,3641.0,5
636,3641.0,5,3675.66,3641.0,5
637,3641.0,5,3675.66,3641.0,5
638,3641.0,5,3675.66,3641.0,5
639,3641.0,5,3675.57,3641.0,5
640,3641.0,5,3675.57,3641.0,5
641,3641.0,5,3675.57,3641.0,5
642,3641.0,5,3675.57,3641.0,5
643,3641.0,5,3675.57,3641.0,5
644,3641.0,5,3675.53,3641.0,5
645,3641.0,5,3675.4,3641.0,5
646,3641.0,5,3675.4,3641.0,5
647,3641.0,5,3675.4,3641.0,5
648,3641.0,5,3675.4,3641.0,5
649,3641.0,5,3675.4,3641.0,5
650,3641.0,5,3675.4,3641.0,5
651,3641.0,5,3675.4,3641.0,5
652,3641.0,5,3675.4,3641.0,5
653,3641.0,5,3675.4,3641.0,5
654,3641.0,5,3675.4,3641.0,5
655,3641.0,5,3675.4,3641.0,5
656,3641.0,5,3675.4,3641.0,5
657,3641.0,5,3675.4,3641.0,5
658,3641.0,5,3675.4,3641.0,5
659,3641.0,5,3675.27,3641.0,5
660,3641.0,5,3675.27,3641.0,5
