generation,currentPopulationBestCost,currentPopulationBestVehicleCount,currentPopulationAverageCost,BSFcost,BSFvehicleCount
661,3641.0,5,3675.27,3641.0,5
662,3641.0,5,3675.27,3641.0,5
663,3641.0,5,3675.03,3641.0,5
664,3641.0,5,3675.03,3641.0,5
665,3641.0,5,3675.03,3641.0,5
666,3641.0,5,3675.03,3641.0,5
667,3641.0,5,3675.03,3641.0,5
668,3641.0,5,3675.03,3641.0,5
669,3641.0,5,3675.03,3641.0,5
670,3641.0,5,3674.86,3641.0,5
671,3641.0,5,3674.57,3641.0,5
672,3641.0,5,3674.57,3641.0,5
673,3641.0,5,3674.57,3641.0,5
674,3641.0,5,3674.57,3641.0,5
675,3641.0,5,3674.57,3641.0,5
676,3641.0,5,3674.57,3641.0,5
677,3641.0,5,3674.57,3641.0,5
678,3641.0,5,3674.57,3641.0,5
679,3641.0,5,3674.57,3641.0,5
680,3641.0,5,3674.57,3641.0,5
681,3641.0,5,3674.57,3641.0,5
682,3641.0,5,3674.57,3641.0,5
683,3641.0,5,3674.57,3641.0,5
684,3641.0,5,3674.57,3641.0,5
685,3641.0,5,3674.57,3641.0,5
686,3641.0,5,3674.25,3641.0,5
687,3641.0,5,3674.25,3641.0,5
688,3641.0,5,3674.25,3641.0,5
689,3641.0,5,3674.25,3641.0,5
690,3641.0,5,3674.25,3641.0,5
691,3641.0,5,3674.25,3641.0,5
692,3641.0,5,3674.18,3641.0,5
693,3641.0,5,3674.18,3641.0,5
694,3641.0,5,3674.18,3641.0,5
695,3641.0,5,3673.99,3641.0,5
696,3641.0,5,3673.99,3641.0,5
697,3641.0,5,3673.99,3641.0,5
698,3641.0,5,3673.99,3641.0,5
699,3641.0,5,3673.99,3641.0,5
700,3641.0,5,3673.99,3641.0,5
701,3641.0,5,3673.99,3641.0,5
702,3641.0,5,3673.99,3641.0,5
703,3641.0,5,3673.69,3641.0,5
704,3641.0,5,3673.69,3641.0,5
705,3641.0,5,3673.69,3641.0,5
706,3641.0,5,3673.69,3641.0,5
707,3641.0,5,3673.69,3641.0,5
708,3641.0,5,3673.69,3641.0,5
709,3641.0,5,3673.69,3641.0,5
710,3641.0,5,3673.69,3641.0,5
711,3641.0,5,3673.69,3641.0,5
712,3641.0,5,3673.68,3641.0,5
713,3641.0,5,3673.58,3641.0,5
714,3641.0,5,3673.58,3641.0,5
715,3641.0,5,3673.48,3641.0,5
716,3641.0,5,3673.48,3641.0,5
717,3641.0,5,3673.48,3641.0,5
718,3641.0,5,3673.48,3641.0,5
719,3641.0,5,3673.48,3641.0,5
720,3641.0,5,3673.48,3641.0,5
721,3641.0,5,3673.48,3641.0,5
722,3641.0,5,3673.48,3641.0,5
723,3641.0,5,3673.48,3641.0,5
724,3641.0,5,3673.48,3641.0,5
725,3641.0,5,3673.28,3641.0,5
726,3641.0,5,3673.28,3641.0,5
727,3641.0,5,3673.28,3641.0,5
728,3641.0,5,3673.28,3641.0,5
729,3641.0,5,3673.28,3641.0,5
730,3641.0,5,3673.28,3641.0,5
731,3641.0,5,3673.28,3641.0,5
732,3641.0,5,3673.28,3641.0,5
733,3641.0,5,3673.28,3641.0,5
734,3641.0,5,3673.28,3641.0,5
735,3641.0,5,3673.18,3641.0,5
736,3607.0,5,3672.39,3607.0,5
737,3607.0,5,3672.39,3607.0,5
738,3607.0,5,3672.39,3607.0,5
739,3607.0,5,3672.37,3607.0,5
740,3607.0,5,3672.37,3607.0,5
741,3607.0,5,3672.35,3607.0,5
742,3607.0,5,3672.26,3607.0,5
743,3607.0,5,3672.26,3607.0,5
744,3607.0,5,3672.26,3607.0,5
745,3607.0,5,3672.16,3607.0,5
746,3607.0,5,3672.16,3607.0,5
747,3607.0,5,3672.16,3607.0,5
748,3607.0,5,3672.16,3607.0,5
749,3607.0,5,3672.16,3607.0,5
750,3607.0,5,3672.16,3607.0,5
751,3607.0,5,3672.16,3607.0,5
752,3607.0,5,3672.16,3607.0,5
753,3607.0,5,3672.16,3607.0,5
754,3607.0,5,3672.16,3607.0,5
755,3607.0,5,3672.07,3607.0,5
756,3607.0,5,3672.07,3607.0,5
757,3607.0,5,3672.07,3607.0,5
758,3607.0,5,3672.07,3607.0,5
759,3607.0,5,3672.07,3607.0,5
760,3607.0,5,3671.87,3607.0,5
761,3607.0,5,3671.87,3607.0,5
762,3607.0,5,3671.87,3607.0,5
763,3607.0,5,3671.87,3607.0,5
764,3607.0,5,3671.87,3607.0,5
765,3607.0,5,3671.87,3607.0,5
766,3607.0,5,3671.87,3607.0,5
767,3607.0,5,3671.87,3607.0,5
768,3607.0,5,3671.78,3607.0,5
769,3607.0,5,3671.78,3607.0,5
770,3607.0,5,3671.78,3607.0,5
771,3607.0,5,3671.78,3607.0,5
772,3607.0,5,3671.78,3607.0,5
773,3607.0,5,3671.77,3607.0,5
774,3607.0,5,3671.77,3607.0,5
775,3607.0,5,3671.77,3607.0,5
776,3607.0,5,3671.77,3607.0,5
777,3607.0,5,3671.77,3607.0,5
778,3607.0,5,3671.77,3607.0,5
779,3607.0,5,3671.77,3607.0,5
780,3607.0,5,3671.77,3607.0,5
781,3607.0,5,3671.77,3607.0,5
782,3607.0,5,3671.77,3607.0,5
783,3607.0,5,3671.77,3607.0,5
784,3607.0,5,3671.77,3607.0,5
785,3607.0,5,3671.77,3607.0,5
786,3607.0,5,3671.46,3607.0,5
787,3607.0,5,3671.46,3607.0,5
788,3607.0,5,3671.46,3607.0,5
789,3607.0,5,3671.46,3607.0,5
790,3607.0,5,3671.46,3607.0,5
791,3607.0,5,3671.46,3607.0,5
792,3607.0,5,3671.46,3607.0,5
793,3607.0,5,3671.46,3607.0,5
794,3607.0,5,3671.46,3607.0,5
795,3607.0,5,3671.46,3607.0,5
796,3607.0,5,3671.46,3607.0,5
797,3607.0,5,3671.46,3607.0,5
798,3607.0,5,3671.46,3607.0,5
799,3607.0,5,3671.46,3607.0,5
800,3607.0,5,3671.46,3607.0,5
801,3607.0,5,3671.46,3607.0,5
802,3607.0,5,3671.46,3607.0,5
803,3607.0,5,3671.46,3607.0,5
804,3607.0,5,3671.46,3607.0,5
805,3607.0,5,3671.46,3607.0,5
806,3607.0,5,3671.46,3607.0,5
807,3607.0,5,3671.46,3607.0,5
808,3607.0,5,3671.46,3607.0,5
809,3607.0,5,3671.46,3607.0,5
810,3607.0,5,3671.46,3607.0,5
811,3607.0,5,3671.46,3607.0,5
812,3607.0,5,3671.46,3607.0,5
813,3607.0,5,3671.37,3607.0,5
814,3607.0,5,3671.33,3607.0,5
815,3607.0,5,3671.33,3607.0,5
816,3607.0,5,3671.33,3607.0,5
817,3607.0,5,3671.33,3607.0,5
818,3607.0,5,3671.33,3607.0,5
819,3607.0,5,3671.33,3607.0,5
820,3607.0,5,3671.33,3607.0,5
821,3607.0,5,3671.33,3607.0,5
822,3607.0,5,3671.33,3607.0,5
823,3607.0,5,3671.17,3607.0,5
824,3607.0,5,3671.17,3607.0,5
825,3607.0,5,3671.17,3607.0,5
826,3607.0,5,3671.17,3607.0,5
827,3607.0,5,3671.17,3607.0,5
828,3607.0,5,3671.17,3607.0,5
829,3607.0,5,3671.17,3607.0,5
830,3607.0,5,3671.17,3607.0,5
831,3607.0,5,3671.17,3607.0,5
832,3607.0,5,3671.17,3607.0,5
833,3607.0,5,3671.17,3607.0,5
834,3607.0,5,3671.13,3607.0,5
835,3607.0,5,3671.13,3607.0,5
836,3607.0,5,3671.13,3607.0,5
837,3607.0,5,3671.13,3607.0,5
838,3607.0,5,3671.13,3607.0,5
839,3607.0,5,3671.13,3607.0,5
840,3607.0,5,3671.13,3607.0,5
841,3607.0,5,3671.13,3607.0,5
842,3607.0,5,3671.13,3607.0,5
843,3607.0,5,3671.13,3607.0,5
844,3607.0,5,3671.13,3607.0,5
845,3607.0,5,3671.13,3607.0,5
846,3607.0,5,3671.13,3607.0,5
847,3607.0,5,3671.13,3607.0,5
848,3607.0,5,3671.13,3607.0,5
849,3607.0,5,3671.09,3607.0,5
850,3607.0,5,3671.09,3607.0,5
851,3607.0,5,3671.09,3607.0,5
852,3607.0,5,3671.09,3607.0,5
853,3607.0,5,3671.09,3607.0,5
854,3607.0,5,3671.09,3607.0,5
855,3607.0,5,3671.09,3607.0,5
856,3607.0,5,3671.09,3607.0,5
857,3607.0,5,3671.09,3607.0,5
858,3607.0,5,3671.09,3607.0,5
859,3607.0,5,3671.05,3607.0,5
860,3607.0,5,3671.05,3607.0,5
861,3607.0,5,3671.05,3607.0,5
862,3607.0,5,3671.05,3607.0,5
863,3607.0,5,3671.05,3607.0,5
864,3607.0,5,3671.05,3607.0,5
865,3607.0,5,3671.05,3607.0,5
866,3607.0,5,3671.05,3607.0,5
867,3607.0,5,3671.05,3607.0,5
868,3607.0,5,3671.05,3607.0,5
869,3607.0,5,3671.05,3607.0,5
870,3607.0,5,3671.05,3607.0,5
871,3607.0,5,3671.05,3607.0,5
872,3607.0,5,3671.05,3607.0,5
873,3607.0,5,3671.05,3607.0,5
874,3607.0,5,3671.05,3607.0,5
875,3607.0,5,3671.05,3607.0,5
876,3607.0,5,3671.05,3607.0,5
877,3607.0,5,3671.05,3607.0,5
878,3607.0,5,3671.05,3607.0,5
879,3607.0,5,3671.05,3607.0,5
880,3607.0,5,3671.05,3607.0,5
881,3607.0,5,3671.05,3607.0,5
882,3607.0,5,3671.05,3607.0,5
883,3607.0,5,3670.96,3607.0,5
884,3607.0,5,3670.96,3607.0,5
885,3607.0,5,3670.96,3607.0,5
886,3607.0,5,3670.96,3607.0,5
887,3607.0,5,3670.96,3607.0,5
888,3607.0,5,3670.95,3607.0,5
889,3607.0,5,3670.94,3607.0,5
890,3607.0,5,3670.94,3607.0,5
891,3607.0,5,3670.94,3607.0,5
892,3607.0,5,3670.94,3607.0,5
893,3607.0,5,3670.94,3607.0,5
894,3607.0,5,3670.65,3607.0,5
895,3607.0,5,3670.65,3607.0,5
896,3607.0,5,3670.65,3607.0,5
897,3607.0,5,3670.65,3607.0,5
898,3607.0,5,3670.65,3607.0,5
899,3607.0,5,3670.65,3607.0,5
900,3607.0,5,3670.6,3607.0,5
901,3607.0,5,3670.6,3607.0,5
902,3607.0,5,3670.6,3607.0,5
903,3607.0,5,3670.6,3607.0,5
904,3607.0,5,3670.6,3607.0,5
905,3607.0,5,3670.6,3607.0,5
906,3607.0,5,3670.6,3607.0,5
907,3607.0,5,3670.6,3607.0,5
908,3607.0,5,3670.6,3607.0,5
909,3607.0,5,3670.6,3607.0,5
910,3607.0,5,3670.6,3607.0,5
911,3607.0,5,3670.6,3607.0,5
912,3607.0,5,3670.6,3607.0,5
913,3607.0,5,3670.6,3607.0,5
914,3607.0,5,3670.29,3607.0,5
915,3607.0,5,3670.1,3607.0,5
916,3607.0,5,3670.1,3607.0,5
917,3607.0,5,3670.1,3607.0,5
918,3607.0,5,3670.02,3607.0,5
919,3607.0,5,3670.02,3607.0,5
920,3607.0,5,3670.02,3607.0,5
921,3607.0,5,3670.02,3607.0,5
922,3607.0,5,3670.02,3607.0,5
923,3607.0,5,3670.02,3607.0,5
924,3607.0,5,3670.02,3607.0,5
925,3607.0,5,3670.02,3607.0,5
926,3607.0,5,3670.02,3607.0,5
927,3607.0,5,3670.02,3607.0,5
928,3607.0,5,3670.02,3607.0,5
929,3607.0,5,3670.02,3607.0,5
930,3607.0,5,3670.02,3607.0,5
931,3607.0,5,3670.02,3607.0,5
932,3607.0,5,3670.02,3607.0,5
933,3607.0,5,3670.02,3607.0,5
934,3607.0,5,3670.02,3607.0,5
935,3607.0,5,3670.02,3607.0,5
936,3607.0,5,3669.94,3607.0,5
937,3607.0,5,3669.89,3607.0,5
938,3607.0,5,3669.89,3607.0,5
939,3607.0,5,3669.79,3607.0,5
940,3607.0,5,3669.79,3607.0,5
941,3607.0,5,3669.48,3607.0,5
942,3607.0,5,3669.48,3607.0,5
943,3607.0,5,3669.48,3607.0,5
944,3607.0,5,3669.48,3607.0,5
945,3607.0,5,3669.32,3607.0,5
946,3607.0,5,3669.32,3607.0,5
947,3607.0,5,3669.32,3607.0,5
948,3607.0,5,3669.32,3607.0,5
949,3607.0,5,3669.32,3607.0,5
950,3607.0,5,3669.32,3607.0,5
951,3607.0,5,3669.32,3607.0,5
952,3607.0,5,3669.32,3607.0,5
953,3607.0,5,3669.32,3607.0,5
954,3607.0,5,3669.32,3607.0,5
955,3607.0,5,3669.32,3607.0,5
956,3607.0,5,3669.32,3607.0,5
957,3607.0,5,3669.32,3607.0,5
958,3607.0,5,3669.07,3607.0,5
959,3607.0,5,3669.07,3607.0,5
960,3607.0,5,3669.07,3607.0,5
961,3607.0,5,3669.07,3607.0,5
962,3607.0,5,3669.07,3607.0,5
963,3607.0,5,3669.07,3607.0,5
964,3607.0,5,3669.07,3607.0,5
965,3607.0,5,3669.07,3607.0,5
966,3607.0,5,3669.07,3607.0,5
967,3607.0,5,3669.07,3607.0,5
968,3607.0,5,3668.95,3607.0,5
969,3607.0,5,3668.95,3607.0,5
970,3607.0,5,3668.95,3607.0,5
971,3607.0,5,3668.95,3607.0,5
972,3607.0,5,3668.95,3607.0,5
973,3607.0,5,3668.95,3607.0,5
974,3607.0,5,3668.91,3607.0,5
975,3607.0,5,3668.87,3607.0,5
976,3607.0,5,3668.87,3607.0,5
977,3607.0,5,3668.72,3607.0,5
978,3607.0,5,3668.64,3607.0,5
979,3607.0,5,3668.64,3607.0,5
980,3607.0,5,3668.64,3607.0,5
981,3607.0,5,3668.64,3607.0,5
982,3607.0,5,3668.64,3607.0,5
983,3607.0,5,3668.64,3607.0,5
984,3607.0,5,3668.64,3607.0,5
985,3607.0,5,3668.64,3607.0,5
986,3607.0,5,3668.64,3607.0,5
987,3607.0,5,3668.64,3607.0,5
988,3607.0,5,3668.64,3607.0,5
989,3607.0,5,3668.64,3607.0,5
990,3607.0,5,3668.64,3607.0,5
991,3607.0,5,3668.64,3607.0,5
992,3607.0,5,3668.64,3607.0,5
993,3607.0,5,3668.64,3607.0,5
994,3607.0,5,3668.64,3607.0,5
995,3607.0,5,3668.64,3607.0,5
996,3607.0,5,3668.56,3607.0,5
997,3607.0,5,3668.56,3607.0,5
998,3607.0,5,3668.56,3607.0,5
999,3607.0,5,3668.56,3607.0,5
