generation,currentPopulationBestCost,currentPopulationBestVehicleCount,currentPopulationAverageCost,BSFcost,BSFvehicleCount
647,3548.0,5,3728.46,3548.0,5
648,3548.0,5,3725.82,3548.0,5
649,3548.0,5,3723.39,3548.0,5
650,3548.0,5,3722.0,3548.0,5
651,3548.0,5,3716.83,3548.0,5
652,3548.0,5,3714.74,3548.0,5
653,3548.0,5,3710.35,3548.0,5
654,3548.0,5,3704.78,3548.0,5
655,3548.0,5,3702.16,3548.0,5
656,3548.0,5,3699.4,3548.0,5
657,3548.0,5,3696.42,3548.0,5
658,3548.0,5,3693.11,3548.0,5
659,3548.0,5,3691.37,3548.0,5
660,3548.0,5,3690.31,3548.0,5
661,3548.0,5,3688.72,3548.0,5
662,3548.0,5,3687.7,3548.0,5
663,3548.0,5,3685.46,3548.0,5
664,3548.0,5,3683.24,3548.0,5
665,3548.0,5,3680.87,3548.0,5
666,3548.0,5,3678.8,3548.0,5
667,3548.0,5,3678.25,3548.0,5
668,3548.0,5,3677.59,3548.0,5
669,3548.0,5,3675.52,3548.0,5
670,3548.0,5,3673.19,3548.0,5
671,3548.0,5,3671.38,3548.0,5
672,3548.0,5,3670.59,3548.0,5
673,3548.0,5,3669.38,3548.0,5
674,3548.0,5,3667.94,3548.0,5
675,3548.0,5,3666.47,3548.0,5
676,3548.0,5,3665.67,3548.0,5
677,3548.0,5,3663.75,3548.0,5
678,3548.0,5,3661.04,3548.0,5
679,3548.0,5,3660.63,3548.0,5
680,3548.0,5,3659.65,3548.0,5
681,3548.0,5,3659.26,3548.0,5
682,3548.0,5,3659.26,3548.0,5
683,3548.0,5,3657.0,3548.0,5
684,3548.0,5,3654.26,3548.0,5
685,3548.0,5,3653.73,3548.0,5
686,3548.0,5,3652.32,3548.0,5
687,3548.0,5,3651.98,3548.0,5
688,3548.0,5,3651.46,3548.0,5
689,3548.0,5,3649.92,3548.0,5
690,3548.0,5,3648.02,3548.0,5
691,3548.0,5,3646.39,3548.0,5
692,3548.0,5,3646.21,3548.0,5
693,3548.0,5,3646.11,3548.0,5
694,3548.0,5,3645.39,3548.0,5
695,3548.0,5,3645.26,3548.0,5
696,3548.0,5,3644.35,3548.0,5
697,3548.0,5,3641.68,3548.0,5
698,3548.0,5,3640.99,3548.0,5
699,3548.0,5,3640.81,3548.0,5
700,3548.0,5,3639.64,3548.0,5
701,4105.0,5,4567.24,3548.0,5
702,3896.0,5,4452.47,3548.0,5
703,3896.0,5,4462.23,3548.0,5
704,3896.0,5,4456.35,3548.0,5
705,3739.0,5,4507.81,3548.0,5
706,3739.0,5,4224.23,3548.0,5
707,3739.0,5,4173.21,3548.0,5
708,3739.0,5,4135.86,3548.0,5
709,3739.0,5,4119.22,3548.0,5
710,3739.0,5,4094.46,3548.0,5
711,3739.0,5,4078.69,3548.0,5
712,3739.0,5,4056.55,3548.0,5
713,3739.0,5,4034.37,3548.0,5
714,3739.0,5,4022.24,3548.0,5
715,3703.0,5,4005.46,3548.0,5
716,3703.0,5,3998.14,3548.0,5
717,3703.0,5,3986.49,3548.0,5
718,3703.0,5,3976.82,3548.0,5
719,3703.0,5,3971.14,3548.0,5
720,3700.0,5,3962.6,3548.0,5
721,3700.0,5,3946.03,3548.0,5
722,3700.0,5,3940.21,3548.0,5
723,3673.0,5,3929.53,3548.0,5
724,3673.0,5,3917.03,3548.0,5
725,3673.0,5,3908.13,3548.0,5
726,3673.0,5,3902.09,3548.0,5
727,3673.0,5,3891.16,3548.0,5
728,3673.0,5,3880.29,3548.0,5
729,3673.0,5,3873.46,3548.0,5
730,3673.0,5,3863.24,3548.0,5
731,3673.0,5,3857.88,3548.0,5
732,3673.0,5,3846.02,3548.0,5
733,3673.0,5,3840.04,3548.0,5
734,3673.0,5,3826.97,3548.0,5
735,3673.0,5,3816.67,3548.0,5
736,3673.0,5,3813.46,3548.0,5
737,3673.0,5,3805.72,3548.0,5
738,3673.0,5,3799.44,3548.0,5
739,3673.0,5,3790.89,3548.0,5
740,3673.0,5,3783.61,3548.0,5
741,3673.0,5,3777.97,3548.0,5
742,3673.0,5,3772.41,3548.0,5
743,3673.0,5,3766.44,3548.0,5
744,3673.0,5,3763.51,3548.0,5
745,3673.0,5,3758.92,3548.0,5
746,3673.0,5,3757.16,3548.0,5
747,3673.0,5,3755.37,3548.0,5
748,3673.0,5,3749.48,3548.0,5
749,3673.0,5,3746.57,3548.0,5
750,3673.0,5,3744.19,3548.0,5
751,3660.0,5,3739.92,3548.0,5
752,3660.0,5,3736.44,3548.0,5
753,3660.0,5,3732.46,3548.0,5
754,3660.0,5,3732.16,3548.0,5
755,3660.0,5,3731.34,3548.0,5
756,3660.0,5,3729.28,3548.0,5
757,3660.0,5,3728.12,3548.0,5
758,3660.0,5,3726.71,3548.0,5
759,3660.0,5,3725.44,3548.0,5
760,3660.0,5,3723.93,3548.0,5
761,3660.0,5,3723.41,3548.0,5
762,3617.0,5,3721.52,3548.0,5
763,3617.0,5,3720.23,3548.0,5
764,3617.0,5,3719.0,3548.0,5
765,3617.0,5,3718.86,3548.0,5
766,3617.0,5,3716.26,3548.0,5
767,3617.0,5,3714.64,3548.0,5
768,3617.0,5,3712.99,3548.0,5
769,3617.0,5,3711.53,3548.0,5
770,3617.0,5,3709.61,3548.0,5
771,3617.0,5,3707.19,3548.0,5
772,3617.0,5,3706.26,3548.0,5
773,3617.0,5,3701.93,3548.0,5
774,3617.0,5,3701.26,3548.0,5
775,3617.0,5,3699.98,3548.0,5
776,3617.0,5,3699.94,3548.0,5
777,3617.0,5,3699.01,3548.0,5
778,3617.0,5,3698.18,3548.0,5
779,3617.0,5,3697.06,3548.0,5
780,3617.0,5,3697.06,3548.0,5
781,3617.0,5,3696.5,3548.0,5
782,3617.0,5,3695.09,3548.0,5
783,3617.0,5,3694.91,3548.0,5
784,3617.0,5,3694.75,3548.0,5
785,3617.0,5,3694.75,3548.0,5
786,3617.0,5,3694.63,3548.0,5
787,3617.0,5,3694.41,3548.0,5
788,3617.0,5,3693.93,3548.0,5
789,3617.0,5,3693.35,3548.0,5
790,3617.0,5,3692.17,3548.0,5
791,3617.0,5,3692.06,3548.0,5
792,3617.0,5,3691.8,3548.0,5
793,3617.0,5,3690.94,3548.0,5
794,3617.0,5,3690.94,3548.0,5
795,3617.0,5,3690.94,3548.0,5
796,3617.0,5,3690.94,3548.0,5
797,3617.0,5,3690.52,3548.0,5
798,3617.0,5,3689.89,3548.0,5
799,3617.0,5,3689.77,3548.0,5
800,3617.0,5,3689.55,3548.0,5
801,3866.0,5,4419.23,3548.0,5
802,3866.0,5,4305.98,3548.0,5
803,3733.0,5,4295.59,3548.0,5
804,3733.0,5,4327.85,3548.0,5
805,3701.0,5,4141.88,3548.0,5
806,3701.0,5,4053.05,3548.0,5
807,3687.0,5,3986.69,3548.0,5
808,3687.0,5,3942.37,3548.0,5
809,3687.0,5,3921.66,3548.0,5
810,3687.0,5,3895.65,3548.0,5
811,3687.0,5,3859.99,3548.0,5
812,3687.0,5,3842.21,3548.0,5
813,3687.0,5,3822.41,3548.0,5
814,3663.0,5,3797.56,3548.0,5
815,3617.0,5,3783.68,3548.0,5
816,3617.0,5,3772.62,3548.0,5
817,3617.0,5,3752.96,3548.0,5
818,3617.0,5,3742.85,3548.0,5
819,3617.0,5,3738.23,3548.0,5
820,3617.0,5,3733.04,3548.0,5
821,3617.0,5,3723.83,3548.0,5
822,3617.0,5,3718.81,3548.0,5
823,3617.0,5,3714.25,3548.0,5
824,3617.0,5,3711.68,3548.0,5
825,3589.0,5,3706.85,3548.0,5
826,3589.0,5,3706.47,3548.0,5
827,3589.0,5,3704.48,3548.0,5
828,3589.0,5,3702.58,3548.0,5
829,3589.0,5,3700.32,3548.0,5
830,3589.0,5,3699.36,3548.0,5
831,3589.0,5,3696.06,3548.0,5
832,3589.0,5,3692.12,3548.0,5
833,3589.0,5,3690.75,3548.0,5
834,3561.0,5,3688.23,3548.0,5
835,3561.0,5,3687.36,3548.0,5
836,3561.0,5,3686.19,3548.0,5
837,3561.0,5,3685.06,3548.0,5
838,3561.0,5,3684.61,3548.0,5
839,3561.0,5,3684.27,3548.0,5
840,3561.0,5,3681.2,3548.0,5
841,3561.0,5,3679.3,3548.0,5
842,3561.0,5,3678.13,3548.0,5
843,3561.0,5,3675.23,3548.0,5
844,3561.0,5,3673.79,3548.0,5
845,3561.0,5,3673.25,3548.0,5
846,3561.0,5,3672.48,3548.0,5
847,3561.0,5,3672.34,3548.0,5
848,3561.0,5,3672.19,3548.0,5
849,3561.0,5,3672.02,3548.0,5
850,3561.0,5,3671.52,3548.0,5
851,3561.0,5,3671.26,3548.0,5
852,3561.0,5,3670.91,3548.0,5
853,3561.0,5,3669.39,3548.0,5
854,3561.0,5,3668.59,3548.0,5
855,3561.0,5,3668.54,3548.0,5
856,3561.0,5,3668.51,3548.0,5
857,3561.0,5,3665.65,3548.0,5
858,3561.0,5,3664.72,3548.0,5
859,3561.0,5,3664.63,3548.0,5
860,3561.0,5,3664.12,3548.0,5
861,3561.0,5,3662.9,3548.0,5
862,3561.0,5,3660.72,3548.0,5
863,3561.0,5,3658.96,3548.0,5
864,3561.0,5,3657.8,3548.0,5
865,3561.0,5,3657.8,3548.0,5
866,3561.0,5,3657.71,3548.0,5
867,3561.0,5,3657.16,3548.0,5
868,3561.0,5,3656.65,3548.0,5
869,3561.0,5,3656.02,3548.0,5
870,3561.0,5,3654.91,3548.0,5
871,3561.0,5,3653.16,3548.0,5
872,3561.0,5,3652.7,3548.0,5
873,3561.0,5,3651.32,3548.0,5
874,3561.0,5,3651.29,3548.0,5
875,3561.0,5,3651.29,3548.0,5
876,3561.0,5,3650.64,3548.0,5
877,3561.0,5,3650.57,3548.0,5
878,3561.0,5,3650.09,3548.0,5
879,3561.0,5,3650.01,3548.0,5
880,3561.0,5,3649.44,3548.0,5
881,3561.0,5,3647.45,3548.0,5
882,3561.0,5,3646.19,3548.0,5
883,3561.0,5,3646.19,3548.0,5
884,3561.0,5,3643.94,3548.0,5
885,3561.0,5,3643.6,3548.0,5
886,3561.0,5,3642.86,3548.0,5
887,3561.0,5,3642.65,3548.0,5
888,3561.0,5,3642.38,3548.0,5
889,3561.0,5,3641.57,3548.0,5
890,3561.0,5,3641.5,3548.0,5
891,3561.0,5,3641.22,3548.0,5
892,3561.0,5,3641.0,3548.0,5
893,3561.0,5,3640.83,3548.0,5
894,3561.0,5,3639.98,3548.0,5
895,3561.0,5,3639.34,3548.0,5
896,3561.0,5,3639.34,3548.0,5
897,3561.0,5,3639.27,3548.0,5
898,3561.0,5,3639.27,3548.0,5
899,3561.0,5,3639.24,3548.0,5
900,3561.0,5,3639.24,3548.0,5
901,4024.0,5,4365.63,3548.0,5
902,3929.0,5,4192.43,3548.0,5
903,3817.0,5,4146.38,3548.0,5
904,3817.0,5,4133.3,3548.0,5
905,3725.0,5,4161.48,3548.0,5
906,3725.0,5,4111.16,3548.0,5
907,3725.0,5,4050.76,3548.0,5
908,3725.0,5,4003.23,3548.0,5
909,3725.0,5,3963.01,3548.0,5
910,3725.0,5,3935.88,3548.0,5
911,3683.0,5,3925.03,3548.0,5
912,3683.0,5,3916.96,3548.0,5
913,3561.0,5,3906.57,3548.0,5
914,3561.0,5,3879.25,3548.0,5
915,3561.0,5,3867.55,3548.0,5
916,3561.0,5,3851.55,3548.0,5
917,3561.0,5,3833.94,3548.0,5
918,3561.0,5,3814.73,3548.0,5
919,3561.0,5,3801.85,3548.0,5
920,3561.0,5,3776.5,3548.0,5
921,3561.0,5,3766.77,3548.0,5
922,3561.0,5,3760.02,3548.0,5
923,3561.0,5,3749.6,3548.0,5
924,3561.0,5,3740.27,3548.0,5
925,3561.0,5,3727.26,3548.0,5
926,3561.0,5,3715.35,3548.0,5
927,3561.0,5,3707.85,3548.0,5
928,3561.0,5,3699.83,3548.0,5
929,3561.0,5,3693.84,3548.0,5
930,3561.0,5,3688.14,3548.0,5
931,3561.0,5,3685.21,3548.0,5
932,3561.0,5,3682.16,3548.0,5
933,3561.0,5,3676.76,3548.0,5
934,3561.0,5,3673.54,3548.0,5
935,3561.0,5,3667.82,3548.0,5
936,3561.0,5,3665.36,3548.0,5
937,3561.0,5,3664.39,3548.0,5
938,3561.0,5,3659.89,3548.0,5
939,3561.0,5,3655.41,3548.0,5
940,3561.0,5,3653.48,3548.0,5
941,3561.0,5,3647.46,3548.0,5
942,3561.0,5,3645.22,3548.0,5
943,3561.0,5,3643.64,3548.0,5
944,3561.0,5,3642.57,3548.0,5
945,3561.0,5,3638.39,3548.0,5
946,3561.0,5,3636.76,3548.0,5
947,3561.0,5,3631.84,3548.0,5
948,3561.0,5,3630.94,3548.0,5
949,3561.0,5,3630.75,3548.0,5
950,3561.0,5,3627.65,3548.0,5
951,3561.0,5,3625.4,3548.0,5
952,3561.0,5,3624.59,3548.0,5
953,3561.0,5,3624.14,3548.0,5
954,3561.0,5,3621.07,3548.0,5
955,3561.0,5,3621.07,3548.0,5
956,3561.0,5,3619.3,3548.0,5
957,3561.0,5,3618.36,3548.0,5
958,3561.0,5,3615.28,3548.0,5
959,3561.0,5,3614.38,3548.0,5
960,3561.0,5,3612.49,3548.0,5
961,3561.0,5,3611.1,3548.0,5
962,3561.0,5,3609.94,3548.0,5
963,3561.0,5,3609.07,3548.0,5
964,3561.0,5,3607.81,3548.0,5
965,3561.0,5,3607.16,3548.0,5
966,3561.0,5,3606.7,3548.0,5
967,3561.0,5,3605.88,3548.0,5
968,3561.0,5,3605.17,3548.0,5
969,3561.0,5,3604.8,3548.0,5
970,3561.0,5,3604.8,3548.0,5
971,3561.0,5,3604.8,3548.0,5
972,3561.0,5,3604.04,3548.0,5
973,3561.0,5,3603.84,3548.0,5
974,3561.0,5,3603.26,3548.0,5
975,3561.0,5,3603.06,3548.0,5
976,3561.0,5,3601.7,3548.0,5
977,3561.0,5,3599.25,3548.0,5
978,3561.0,5,3598.99,3548.0,5
979,3561.0,5,3598.33,3548.0,5
980,3561.0,5,3597.35,3548.0,5
981,3561.0,5,3596.81,3548.0,5
982,3561.0,5,3594.73,3548.0,5
983,3561.0,5,3594.11,3548.0,5
984,3561.0,5,3593.47,3548.0,5
985,3561.0,5,3592.73,3548.0,5
986,3561.0,5,3591.43,3548.0,5
987,3561.0,5,3590.98,3548.0,5
988,3561.0,5,3590.98,3548.0,5
989,3561.0,5,3590.98,3548.0,5
990,3561.0,5,3588.81,3548.0,5
991,3561.0,5,3587.63,3548.0,5
992,3561.0,5,3587.51,3548.0,5
993,3561.0,5,3587.09,3548.0,5
994,3561.0,5,3586.63,3548.0,5
995,3561.0,5,3586.55,3548.0,5
996,3561.0,5,3585.63,3548.0,5
997,3561.0,5,3585.09,3548.0,5
998,3561.0,5,3585.09,3548.0,5
999,3561.0,5,3584.26,3548.0,5
